,id,Photo_ArchivalDate,Photo_Provenance,Photo_KHI_Classification,Photo_AcquisitionDate,Photo_Photographer,Art_id0,Art_id_sublevel0,Art_type0,Art_title0,Art_GeoStyle0,Art_ActualState0,Art_Artist0,Art_GeoLocation0,Art_Institution0,Art_PhysLocation_Geo0,Art_PhysLocation_Name0,Art_Date0,Art_id1,Art_id_sublevel1,Art_type1,Art_title1,Art_GeoStyle1,Art_ActualState1,Art_Artist1,Art_GeoLocation1,Art_Institution1,Art_PhysLocation_Geo1,Art_PhysLocation_Name1,Art_Date1,Art_id2,Art_id_sublevel2,Art_type2,Art_title2,Art_GeoStyle2,Art_ActualState2,Art_Artist2,Art_GeoLocation2,Art_Institution2,Art_PhysLocation_Geo2,Art_PhysLocation_Name2,Art_Date2
171,13124,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1897,,07702861,,Bild,Bildnis eines jungen Mannes,,,"Lotto, Lorenzo",Wien,Kunsthistorisches Museum,,,1506/1508,,,,,,,,,,,,,,,,,,,,,,,,
172,120510,1938,"Oertel, Robert",Mal. Ren.,,,07702861,,Bild,Bildnis eines jungen Mannes,,,"Lotto, Lorenzo",Wien,Kunsthistorisches Museum,,,1506/1508,,,,,,,,,,,,,,,,,,,,,,,,
173,416523,1984,Vannini Parenti,Mal. Ren.,,,07702861,,Bild,Bildnis eines jungen Mannes,,,"Lotto, Lorenzo",Wien,Kunsthistorisches Museum,,,1506/1508,,,,,,,,,,,,,,,,,,,,,,,,
174,536062,1996,"Tempestini, Anchise",Mal. Ren.,,,07702861,,Bild,Bildnis eines jungen Mannes,,,"Lotto, Lorenzo",Wien,Kunsthistorisches Museum,,,1506/1508,,,,,,,,,,,,,,,,,,,,,,,,
175,13459,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1912,"Löwy, Josef",70013048,,Bild,Christus am Ölberg,,,"Venusti, Marcello",Wien,Kunsthistorisches Museum Wien,,,1560/1570,,,,,,,,,,,,,,,,,,,,,,,,
176,13382,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1912,Brogi,07874525,,Bild,Die heilige Franziska Romana mit Engel,,,"Galli, Giovanni Antonio",Genua,Palazzo Rosso,Genua,Palazzo Rosso,,,,,,,,,,,,,,,,,,,,,,,,,
177,13679,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1903,Hanfstaengl,70012993,,Bild,Heiliger Hieronymus in der Wüste,,,Guercino,Sankt Petersburg,Staatliche Ermitage,,,1650,,,,,,,,,,,,,,,,,,,,,,,,
178,13693,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1903,Hanfstaengl,70012981,,Bild,Maria mit Kind,,,Guercino,Magdeburg,Kunstmuseum,,,1624,,,,,,,,,,,,,,,,,,,,,,,,
179,13496,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1899,Bruckmann,70013091,,Bild,Bildnis einer Dame,,,"Kempeneer, Peter de",Frankfurt,Städel Museum,,,1522/1524,,,,,,,,,,,,,,,,,,,,,,,,
180,13431,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1901,Anderson,70013011,,Bild,Der heilige Hieronymus als Büßer,,,"Lotto, Lorenzo",Rom,Galleria Doria Pamphilj,,,1522/1530,,,,,,,,,,,,,,,,,,,,,,,,
181,13696,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1903,Hanfstaengl,70013023,,Bild,Semiramis wird zu den Waffen gerufen,,,Guercino,London,Christie's,,,1645,,,,,,,,,,,,,,,,,,,,,,,,
182,13281,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1896,Alinari,70013120,,Zyklus,"Szenen aus den Taten des Herkules: Herkules kämpft mit der Hydra, Herkules und Antaeus",,,"Pollaiuolo, Antonio di Jacopo d'Antonio del",Florenz,Galleria degli Uffizi,,,um 1470,,,,,,,,,,,,,,,,,,,,,,,,
183,489487,1992,No Data,Mal. Ren.,um 1972?,"Bazzechi, Ivo",70013120,,Zyklus,"Szenen aus den Taten des Herkules: Herkules kämpft mit der Hydra, Herkules und Antaeus",,,"Pollaiuolo, Antonio di Jacopo d'Antonio del",Florenz,Galleria degli Uffizi,,,um 1470,,,,,,,,,,,,,,,,,,,,,,,,
184,489486,1992,No Data,Mal. Ren.,um 1972?,"Bazzechi, Ivo",70013120,,Zyklus,"Szenen aus den Taten des Herkules: Herkules kämpft mit der Hydra, Herkules und Antaeus",,,"Pollaiuolo, Antonio di Jacopo d'Antonio del",Florenz,Galleria degli Uffizi,,,um 1470,,,,,,,,,,,,,,,,,,,,,,,,
185,489485,1992,No Data,Mal. Ren.,um 1972?,"Bazzechi, Ivo",70013120,,Zyklus,"Szenen aus den Taten des Herkules: Herkules kämpft mit der Hydra, Herkules und Antaeus",,,"Pollaiuolo, Antonio di Jacopo d'Antonio del",Florenz,Galleria degli Uffizi,,,um 1470,,,,,,,,,,,,,,,,,,,,,,,,
186,296162,1974,No Data,Mal. Ren.,,unbekannt,70013120,,Zyklus,"Szenen aus den Taten des Herkules: Herkules kämpft mit der Hydra, Herkules und Antaeus",,,"Pollaiuolo, Antonio di Jacopo d'Antonio del",Florenz,Galleria degli Uffizi,,,um 1470,,,,,,,,,,,,,,,,,,,,,,,,
187,296163,1974,No Data,Mal. Ren.,,unbekannt,70013120,,Zyklus,"Szenen aus den Taten des Herkules: Herkules kämpft mit der Hydra, Herkules und Antaeus",,,"Pollaiuolo, Antonio di Jacopo d'Antonio del",Florenz,Galleria degli Uffizi,,,um 1470,,,,,,,,,,,,,,,,,,,,,,,,
188,296164,1974,No Data,Mal. Ren.,,unbekannt,70013120,,Zyklus,"Szenen aus den Taten des Herkules: Herkules kämpft mit der Hydra, Herkules und Antaeus",,,"Pollaiuolo, Antonio di Jacopo d'Antonio del",Florenz,Galleria degli Uffizi,,,um 1470,,,,,,,,,,,,,,,,,,,,,,,,
189,296165,1974,No Data,Mal. Ren.,,unbekannt,70013120,,Zyklus,"Szenen aus den Taten des Herkules: Herkules kämpft mit der Hydra, Herkules und Antaeus",,,"Pollaiuolo, Antonio di Jacopo d'Antonio del",Florenz,Galleria degli Uffizi,,,um 1470,,,,,,,,,,,,,,,,,,,,,,,,
190,232270,1968,"Donati, Pier Paolo",Mal. Ren.,,unbekannt,70013120,,Zyklus,"Szenen aus den Taten des Herkules: Herkules kämpft mit der Hydra, Herkules und Antaeus",,,"Pollaiuolo, Antonio di Jacopo d'Antonio del",Florenz,Galleria degli Uffizi,,,um 1470,,,,,,,,,,,,,,,,,,,,,,,,
191,618670,2017,No Data,Mal. Ren.,2016,"Sigismondi, Roberto",70005146,,Bild,Bacchanal,,,"Balducci, Matteo",Gubbio,Museo Civico Palazzo dei Consoli,,,1501/1550,,,,,,,,,,,,,,,,,,,,,,,,
192,13333,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1911,Alinari,70005146,,Bild,Bacchanal,,,"Balducci, Matteo",Gubbio,Museo Civico Palazzo dei Consoli,,,1501/1550,,,,,,,,,,,,,,,,,,,,,,,,
193,13484,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1903,Hanfstaengl,07702799,,Bild,Maria mit Kind und Heiligen,,,"Palma, Jacopo (1480)",Wien,Kunsthistorisches Museum,,,um 1520/1525,,,,,,,,,,,,,,,,,,,,,,,,
194,13570,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1903,Hanfstaengl,07702896,,Bild,Sogenanntes Bildnis des Arztes Parma,,,Tizian,Wien,Kunsthistorisches Museum,,,um 1515/1520,,,,,,,,,,,,,,,,,,,,,,,,
195,280965,1972,"Donati, Pier Paolo",Mal. Ren.,,,07702896,,Bild,Sogenanntes Bildnis des Arztes Parma,,,Tizian,Wien,Kunsthistorisches Museum,,,um 1515/1520,,,,,,,,,,,,,,,,,,,,,,,,
196,294355,1974,"Burckhardt, Jakob (Nachlass)",Mal. Ren.,,,07702896,,Bild,Sogenanntes Bildnis des Arztes Parma,,,Tizian,Wien,Kunsthistorisches Museum,,,um 1515/1520,,,,,,,,,,,,,,,,,,,,,,,,
197,471114,1990,"Heinemann, Fritz",Mal. Ren.,,,07702896,,Bild,Sogenanntes Bildnis des Arztes Parma,,,Tizian,Wien,Kunsthistorisches Museum,,,um 1515/1520,,,,,,,,,,,,,,,,,,,,,,,,
198,13405,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1894,"Tamme, Rudolph",70013013,,Bild,"Disputation der Immaculata Conceptio mit den heiligen Anselmus, Agustinus, Hieronymus und Ambrosius",,zerstört,"Dossi, Dosso",Dresden,Gemäldegalerie Alte Meister Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,13652,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1903,Hanfstaengl,70013025,,Bild,Die libysche Sibylle,,,Guercino,London,"Windsor Castle, Royal Art Collection",,,1651,,,,,,,,,,,,,,,,,,,,,,,,
200,13491,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1899,Anderson,70010547,,Zyklus,Szenen aus dem Marienleben,,,"Peruzzi, Baldassare",Rom,Sant'Onofrio al Gianicolo,Rom,Sant'Onofrio al Gianicolo,1504/1506,,,,,,,,,,,,,,,,,,,,,,,,
201,255625,1970,No Data,Mal. Ren.,vor 1912,Brogi,70010547,,Zyklus,Szenen aus dem Marienleben,,,"Peruzzi, Baldassare",Rom,Sant'Onofrio al Gianicolo,Rom,Sant'Onofrio al Gianicolo,1504/1506,,,,,,,,,,,,,,,,,,,,,,,,
202,628672,2021,No Data,Mal. Ren.,vor 1912,Brogi,70010547,,Zyklus,Szenen aus dem Marienleben,,,"Peruzzi, Baldassare",Rom,Sant'Onofrio al Gianicolo,Rom,Sant'Onofrio al Gianicolo,1504/1506,,,,,,,,,,,,,,,,,,,,,,,,
203,628673,2021,No Data,Mal. Ren.,vor 1912,Brogi,70010547,,Zyklus,Szenen aus dem Marienleben,,,"Peruzzi, Baldassare",Rom,Sant'Onofrio al Gianicolo,Rom,Sant'Onofrio al Gianicolo,1504/1506,,,,,,,,,,,,,,,,,,,,,,,,
204,32500,1926,Pineider,Mal. Ren.,vor 1907,Anderson,70010547,,Zyklus,Szenen aus dem Marienleben,,,"Peruzzi, Baldassare",Rom,Sant'Onofrio al Gianicolo,Rom,Sant'Onofrio al Gianicolo,1504/1506,,,,,,,,,,,,,,,,,,,,,,,,
205,257017,1970,No Data,Mal. Ren.,vor 1912,Brogi,70010547,,Zyklus,Szenen aus dem Marienleben,,,"Peruzzi, Baldassare",Rom,Sant'Onofrio al Gianicolo,Rom,Sant'Onofrio al Gianicolo,1504/1506,,70013172,Wandbild,Anbetung der Könige und der Hirten,,,,,,,,,,,,,,,,,,,,
206,32494,1926,Pineider,Mal. Ren.,vor 1907,Anderson,70010547,,Zyklus,Szenen aus dem Marienleben,,,"Peruzzi, Baldassare",Rom,Sant'Onofrio al Gianicolo,Rom,Sant'Onofrio al Gianicolo,1504/1506,,70013172,Wandbild,Anbetung der Könige und der Hirten,,,,,,,,,,,,,,,,,,,,
207,257018,1970,No Data,Mal. Ren.,vor 1912,Brogi,70010547,,Zyklus,Szenen aus dem Marienleben,,,"Peruzzi, Baldassare",Rom,Sant'Onofrio al Gianicolo,Rom,Sant'Onofrio al Gianicolo,1504/1506,,70013173,Wandbild,Die Flucht nach Ägypten und Bethlehemitischer Kindermord,,,,,,,,,,,,,,,,,,,,
208,257019,1970,No Data,Mal. Ren.,vor 1912,Brogi,70010547,,Zyklus,Szenen aus dem Marienleben,,,"Peruzzi, Baldassare",Rom,Sant'Onofrio al Gianicolo,Rom,Sant'Onofrio al Gianicolo,1504/1506,,70013173,Wandbild,Die Flucht nach Ägypten und Bethlehemitischer Kindermord,,,,,,,,,,,,,,,,,,,,
209,32711,1926,Pineider,Mal. Ren.,vor 1907,Anderson,70010547,,Zyklus,Szenen aus dem Marienleben,,,"Peruzzi, Baldassare",Rom,Sant'Onofrio al Gianicolo,Rom,Sant'Onofrio al Gianicolo,1504/1506,,70013173,Wandbild,Die Flucht nach Ägypten und Bethlehemitischer Kindermord,,,,,,,,,,,,,,,,,,,,
210,332434,1977,No Data,Mal. Ren.,,"Hutzel, Max",70010547,,Zyklus,Szenen aus dem Marienleben,,,"Peruzzi, Baldassare",Rom,Sant'Onofrio al Gianicolo,Rom,Sant'Onofrio al Gianicolo,1504/1506,,70013173,Wandbild,Die Flucht nach Ägypten und Bethlehemitischer Kindermord,,,,,,,,,,,,,,,,,,,,
211,32495,1926,Pineider,Mal. Ren.,vor 1907,Anderson,70010547,,Zyklus,Szenen aus dem Marienleben,,,"Peruzzi, Baldassare",Rom,Sant'Onofrio al Gianicolo,Rom,Sant'Onofrio al Gianicolo,1504/1506,,70013173,Wandbild,Die Flucht nach Ägypten und Bethlehemitischer Kindermord,,,,,,,,,,,,,,,,,,,,
212,255577,1970,No Data,Mal. Ren.,vor 1912,Brogi,70010547,,Zyklus,Szenen aus dem Marienleben,,,"Peruzzi, Baldassare",Rom,Sant'Onofrio al Gianicolo,Rom,Sant'Onofrio al Gianicolo,1504/1506,,70013175,Wandbild,Marienkrönung,,,"Pintoricchio, Bernardino",,,,,,,,,,,,,,,,,
213,32712,1926,Pineider,Mal. Ren.,vor 1907,Anderson,70010547,,Zyklus,Szenen aus dem Marienleben,,,"Peruzzi, Baldassare",Rom,Sant'Onofrio al Gianicolo,Rom,Sant'Onofrio al Gianicolo,1504/1506,,70013175,Wandbild,Marienkrönung,,,"Pintoricchio, Bernardino",,,,,,,,,,,,,,,,,
214,32713,1926,Pineider,Mal. Ren.,vor 1907,Anderson,70010547,,Zyklus,Szenen aus dem Marienleben,,,"Peruzzi, Baldassare",Rom,Sant'Onofrio al Gianicolo,Rom,Sant'Onofrio al Gianicolo,1504/1506,,70013176,Wandbild,Gottvater,,,,,,,,,,,,,,,,,,,,
215,32496,1926,Pineider,Mal. Ren.,vor 1907,Anderson,70010547,,Zyklus,Szenen aus dem Marienleben,,,"Peruzzi, Baldassare",Rom,Sant'Onofrio al Gianicolo,Rom,Sant'Onofrio al Gianicolo,1504/1506,,70013177,Wandbild,Sechs Apostel,,,,,,,,,,,,,,,,,,,,
216,32497,1926,Pineider,Mal. Ren.,vor 1907,Anderson,70010547,,Zyklus,Szenen aus dem Marienleben,,,"Peruzzi, Baldassare",Rom,Sant'Onofrio al Gianicolo,Rom,Sant'Onofrio al Gianicolo,1504/1506,,70013178,Wandbild,Sechs Apostel,,,,,,,,,,,,,,,,,,,,
217,32498,1926,Pineider,Mal. Ren.,vor 1907,Anderson,70010547,,Zyklus,Szenen aus dem Marienleben,,,"Peruzzi, Baldassare",Rom,Sant'Onofrio al Gianicolo,Rom,Sant'Onofrio al Gianicolo,1504/1506,,70013179,Wandbild,Sechs Sibyllen,,,,,,,,,,,,,,,,,,,,
218,13603,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1912,Reali,70013037,,Bild,David mit dem Haupt des Goliath,,,"Caletti, Giuseppe",,unbekannt,,,1600/1669,,,,,,,,,,,,,,,,,,,,,,,,
219,13396,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1898,"Tamme, Rudolph",70013049,,Bild,Madonna des heiligen Franziskus,,,Correggio,Dresden,Gemäldegalerie Alte Meister Dresden,,,1514/1515,,,,,,,,,,,,,,,,,,,,,,,,
220,30303,1926,"Ergas, Rudolf",Mal. Ren.,vor 1906,Alinari,70013049,,Bild,Madonna des heiligen Franziskus,,,Correggio,Dresden,Gemäldegalerie Alte Meister Dresden,,,1514/1515,,,,,,,,,,,,,,,,,,,,,,,,
221,30304,1926,"Ergas, Rudolf",Mal. Ren.,vor 1906,Alinari,70013049,,Bild,Madonna des heiligen Franziskus,,,Correggio,Dresden,Gemäldegalerie Alte Meister Dresden,,,1514/1515,,,,,,,,,,,,,,,,,,,,,,,,
222,30305,1926,"Ergas, Rudolf",Mal. Ren.,vor 1906,Alinari,70013049,,Bild,Madonna des heiligen Franziskus,,,Correggio,Dresden,Gemäldegalerie Alte Meister Dresden,,,1514/1515,,,,,,,,,,,,,,,,,,,,,,,,
223,115207,1937,No Data,Mal. Ren.,,unbekannt,70013049,,Bild,Madonna des heiligen Franziskus,,,Correggio,Dresden,Gemäldegalerie Alte Meister Dresden,,,1514/1515,,,,,,,,,,,,,,,,,,,,,,,,
224,13671,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1903,Hanfstaengl,07501095,,Bild,Zwei Engel beweinen den toten Christus,,,Guercino,London,National Gallery,,,1617/1618,,,,,,,,,,,,,,,,,,,,,,,,
225,589792,2007,"Luporini, Eugenio",Mal. Bar.,,,07501095,,Bild,Zwei Engel beweinen den toten Christus,,,Guercino,London,National Gallery,,,1617/1618,,,,,,,,,,,,,,,,,,,,,,,,
226,13670,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1903,Hanfstaengl,70012982,,Bild,Susanna im Bade,,,Guercino,München,Bayerische Staatsgemäldesammlung,,,nach 1617,,,,,,,,,,,,,,,,,,,,,,,,
227,13464,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1899,Bruckmann,70013080,,Bild,Thronende Madonna mit Kind und vier Kirchenvätern,,,"Moretto, Alessandro",Frankfurt,Städel Museum,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,13369,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1897,Bruckmann,70013092,,Bild,Männliches Bildnis,,,"Carracci, Agostino",München,Alte Pinakothek München,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,451603,1988,Alinari,Mal. Bar.,vor 1956,Alinari,70013092,,Bild,Männliches Bildnis,,,"Carracci, Agostino",München,Alte Pinakothek München,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,484139,1991,"Heinemann, Fritz",Mal. Bar.,,unbekannt,70013092,,Bild,Männliches Bildnis,,,"Carracci, Agostino",München,Alte Pinakothek München,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,13685,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1902,Bruckmann,70013000,,Bild,Der Evangelist Lukas,,,Guercino,Dresden,Gemäldegalerie Alte Meister Dresden,,,um 1615,,,,,,,,,,,,,,,,,,,,,,,,
232,13432,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1899,Anderson,70013012,,Bild,Madonna mit Kind und den heiligen Ignatius von Antiochien und Onuphrius,,,"Lotto, Lorenzo",Rom,Galleria Borghese,,,1508,,,,,,,,,,,,,,,,,,,,,,,,
233,148390,1956,No Data,Mal. Ren.,vor 1956,Fiorentini,70013012,,Bild,Madonna mit Kind und den heiligen Ignatius von Antiochien und Onuphrius,,,"Lotto, Lorenzo",Rom,Galleria Borghese,,,1508,,,,,,,,,,,,,,,,,,,,,,,,
234,13681,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1903,Hanfstaengl,70012979,,Bild,Die Reue des heiligen Petrus,,,Guercino,Neapel,Museo e Gallerie Nazionali di Capodimonte,,,1650/1680,,,,,,,,,,,,,,,,,,,,,,,,
235,13289,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1896,Alinari,70013119,,Bild,Temperantia,,,"Pollaiuolo, Antonio di Jacopo d'Antonio del",Florenz,Galleria degli Uffizi,,,1469/1470,,,,,,,,,,,,,,,,,,,,,,,,
236,13573,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1897,Anderson,70013107,,Bild,Der Tod der heiligen Cäcilia,,,"Vanni, Francesco (1563)",Rom,Santa Cecilia in Trastevere,Rom,Santa Cecilia in Trastevere,,,,,,,,,,,,,,,,,,,,,,,,,
237,13771,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1903,Hanfstaengl,70013204,,Bild,Veduta von Santa Maria della Salute in Venedig,,,Canaletto,Berlin,Kaiser-Friedrich-Museum,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,13239,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1912,Alinari,07960117,,Altarbild,Verkündigung,,,"Donzelli, Pietro (1451)",Florenz,Santo Spirito,Florenz,Santo Spirito,vor 1498.12.22,,,,,,,,,,,,,,,,,,,,,,,,
239,290434,1973,"Holst, Christian von",Mal. Ren.,,,07960117,,Altarbild,Verkündigung,,,"Donzelli, Pietro (1451)",Florenz,Santo Spirito,Florenz,Santo Spirito,vor 1498.12.22,,,,,,,,,,,,,,,,,,,,,,,,
240,13360,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1903,Hanfstaengl,70013053,,Bild,Bildnis eines jungen Mannes,,,"Allori, Alessandro",Berlin,"Gemäldegalerie, Staatliche Museen zu Berlin - Preußischer Kulturbesitz",,,,,,,,,,,,,,,,,,,,,,,,,,,
241,13162,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1903,Hanfstaengl,70013065,,Bild,Die Weihe des heiligen Stephanus zum Diakon,,,"Carpaccio, Vittore",Berlin,"Gemäldegalerie, Staatliche Museen zu Berlin - Preußischer Kulturbesitz",,,1511,,,,,,,,,,,,,,,,,,,,,,,,
242,300548,1974,No Data,Mal. Ren.,,,07500795,,Zyklus,Schlafzimmerausstattung mit Themen der römischen Geschichte,,Fragment,"Beccafumi, Domenico",Birmingham,Barber Institute of Fine Arts,Siena,Casa Petrucci,um 1519,,"07500795,T,001",Bild,Liegende Venus und Cupido vor Landschaft (ehemaliger Kopfteil des Bettes),,,,Birmingham,Barber Institute of Fine Arts,,,,,,,,,,,,,,,
243,303485,1974,No Data,Mal. Ren.,,,07500795,,Zyklus,Schlafzimmerausstattung mit Themen der römischen Geschichte,,Fragment,"Beccafumi, Domenico",Birmingham,Barber Institute of Fine Arts,Siena,Casa Petrucci,um 1519,,"07500795,T,001",Bild,Liegende Venus und Cupido vor Landschaft (ehemaliger Kopfteil des Bettes),,,,Birmingham,Barber Institute of Fine Arts,,,,,,,,,,,,,,,
244,13346,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1901,Anderson,07500795,,Zyklus,Schlafzimmerausstattung mit Themen der römischen Geschichte,,Fragment,"Beccafumi, Domenico",Rom,Galleria Doria Pamphilj,Siena,Casa Petrucci,um 1519,,"07500795,T,002",Bild,"Cornelia, Mutter der Gracchen",,,,Rom,Galleria Doria Pamphilj,,,,,,,,,,,,,,,
245,93380/1,1933,"Witt, Robert (Sir)",Mal. Ren.,,,07500795,,Zyklus,Schlafzimmerausstattung mit Themen der römischen Geschichte,,Fragment,"Beccafumi, Domenico",London,National Gallery,Siena,Casa Petrucci,um 1519,,"07500795,T,003",Bild,"Tanaquil, Gattin des Tarquinius Priscus",,,,London,National Gallery,,,,,,,,,,,,,,,
246,208535,1965,"Habsburg, Geza von",Mal. Ren.,,,07500795,,Zyklus,Schlafzimmerausstattung mit Themen der römischen Geschichte,,Fragment,"Beccafumi, Domenico",London,National Gallery,Siena,Casa Petrucci,um 1519,,"07500795,T,003",Bild,"Tanaquil, Gattin des Tarquinius Priscus",,,,London,National Gallery,,,,,,,,,,,,,,,
247,93380/2,1933,"Witt, Robert (Sir)",Mal. Ren.,,,07500795,,Zyklus,Schlafzimmerausstattung mit Themen der römischen Geschichte,,Fragment,"Beccafumi, Domenico",London,National Gallery,Siena,Casa Petrucci,um 1519,,"07500795,T,004",Bild,"Marcia, 2. Frau des Marcus Porcius Cato Uticensis",,,,London,National Gallery,,,,,,,,,,,,,,,
248,208534,1965,"Habsburg, Geza von",Mal. Ren.,,,07500795,,Zyklus,Schlafzimmerausstattung mit Themen der römischen Geschichte,,Fragment,"Beccafumi, Domenico",London,National Gallery,Siena,Casa Petrucci,um 1519,,"07500795,T,004",Bild,"Marcia, 2. Frau des Marcus Porcius Cato Uticensis",,,,London,National Gallery,,,,,,,,,,,,,,,
249,172119,1962,No Data,Mal. Ren.,"['vor 1939', '2021.06']","Barsotti, Ferdinando",07500795,,Zyklus,Schlafzimmerausstattung mit Themen der römischen Geschichte,,Fragment,"Beccafumi, Domenico",Siena,Casa Petrucci,Siena,Casa Petrucci,um 1519,,"07500795,T,005",Bild,Verehrung der Vesta,,,,,,Florenz,Palazzo Martelli,,,,,,,,,,,,,
250,498577,1994,"Todini, Filippo",Mal. Ren.,,,07500795,,Zyklus,Schlafzimmerausstattung mit Themen der römischen Geschichte,,Fragment,"Beccafumi, Domenico",Siena,Casa Petrucci,Siena,Casa Petrucci,um 1519,,"07500795,T,005",Bild,Verehrung der Vesta,,,,,,Florenz,Palazzo Martelli,,,,,,,,,,,,,
251,172118,1962,No Data,Mal. Ren.,,,07500795,,Zyklus,Schlafzimmerausstattung mit Themen der römischen Geschichte,,Fragment,"Beccafumi, Domenico",Siena,Casa Petrucci,Siena,Casa Petrucci,um 1519,,"07500795,T,006",Bild,Das römische Fest der Lupercalien,,,,,,Florenz,Palazzo Martelli,,,,,,,,,,,,,
252,498576,1994,"Todini, Filippo",Mal. Ren.,,,07500795,,Zyklus,Schlafzimmerausstattung mit Themen der römischen Geschichte,,Fragment,"Beccafumi, Domenico",Siena,Casa Petrucci,Siena,Casa Petrucci,um 1519,,"07500795,T,006",Bild,Das römische Fest der Lupercalien,,,,,,Florenz,Palazzo Martelli,,,,,,,,,,,,,
253,13395,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1899,Bruckmann,70013089,,Bild,Madonna mit Kind und Johannesknaben,,,Correggio,Frankfurt (Main),Städel Museum,,,um 1522,,,,,,,,,,,,,,,,,,,,,,,,
254,232467,1968,No Data,Mal. Bar.,,,07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,Guercino,Rom,Villa Ludovisi,Rom,Villa Ludovisi,1621,,,,,,,,,,,,,,,,,,,,,,,,
255,232468,1968,No Data,Mal. Bar.,,,07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,Guercino,Rom,Villa Ludovisi,Rom,Villa Ludovisi,1621,,,,,,,,,,,,,,,,,,,,,,,,
256,232462,1968,No Data,Mal. Bar.,,,07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,Guercino,Rom,Villa Ludovisi,Rom,Villa Ludovisi,1621,,,,,,,,,,,,,,,,,,,,,,,,
257,232466,1968,No Data,Mal. Bar.,,,07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,Guercino,Rom,Villa Ludovisi,Rom,Villa Ludovisi,1621,,,,,,,,,,,,,,,,,,,,,,,,
258,222938,1967,No Data,Mal. Bar.,,,07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,Guercino,Rom,Villa Ludovisi,Rom,Villa Ludovisi,1621,,,,,,,,,,,,,,,,,,,,,,,,
259,232464,1968,No Data,Mal. Bar.,,,07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,Guercino,Rom,Villa Ludovisi,Rom,Villa Ludovisi,1621,,,,,,,,,,,,,,,,,,,,,,,,
260,282916,1972,No Data,Mal. Bar.,,,07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,Guercino,Rom,Villa Ludovisi,Rom,Villa Ludovisi,1621,,"07503029,T,001",Deckenbild,Aurora und ihr Gefolge,,,Guercino,,,,,,,,,,,,,,,,,
261,230844,1968,No Data,Mal. Bar.,,,07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,Guercino,Rom,Villa Ludovisi,Rom,Villa Ludovisi,1621,,"07503029,T,001",Deckenbild,Aurora und ihr Gefolge,,,Guercino,,,,,,,,,,,,,,,,,
262,4954,1905,No Data,Mal. Bar.,vor 1899,,07503029,,Gewölbedekoration,Allegorien der Tageszeiten,,,Guercino,Rom,Villa Ludovisi,Rom,Villa Ludovisi,1621,,"07503029,T,001",Deckenbild,Aurora und ihr Gefolge,,,Guercino,,,,,,,,,,,,,,,,,
