,id,Photo_ArchivalDate,Photo_Provenance,Photo_KHI_Classification,Photo_AcquisitionDate,Photo_Photographer,Art_id0,Art_id_sublevel0,Art_type0,Art_title0,Art_GeoStyle0,Art_ActualState0,Art_Artist0,Art_GeoLocation0,Art_Institution0,Art_PhysLocation_Geo0,Art_PhysLocation_Name0,Art_Date0,Art_id1,Art_id_sublevel1,Art_type1,Art_title1,Art_GeoStyle1,Art_ActualState1,Art_Artist1,Art_GeoLocation1,Art_Institution1,Art_PhysLocation_Geo1,Art_PhysLocation_Name1,Art_Date1,Art_id2,Art_id_sublevel2,Art_type2,Art_title2,Art_GeoStyle2,Art_ActualState2,Art_Artist2,Art_GeoLocation2,Art_Institution2,Art_PhysLocation_Geo2,Art_PhysLocation_Name2,Art_Date2
83,283400,1972,No Data,Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,009",Gewölbebild,Konstruktion der Arche,,,,,,,,,,,,,,,,,,,,
84,33298,1926,"Gebhard, Fritz",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,010",Gewölbebild,Die Sintflut,,,,,,,,,,,,,,,,,,,,
85,213806,1966,"Donati, Pier Paolo",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,010",Gewölbebild,Die Sintflut,,,,,,,,,,,,,,,,,,,,
86,33330,1926,"Gebhard, Fritz",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,011",Gewölbebild,Verlassen der Arche,,,Raffael,,,,,,,,,,,,,,,,,
87,33299,1926,"Gebhard, Fritz",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,012",Gewölbebild,Dankopfer Noahs,,,,,,,,,,,,,,,,,,,,
88,33328,1926,"Gebhard, Fritz",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,013",Gewölbebild,Abraham und Melchisedek,,,Raffael,,,,,,,,,,,,,,,,,
89,33327,1926,"Gebhard, Fritz",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,014",Gewölbebild,Gottes Verheißung an Abraham,,,Raffael,,,,,,,,,,,,,,,,,
90,13522,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1899,Anderson,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,015",Gewölbebild,Abraham und die drei Engel,,,Raffael,,,,,,,,,,,,,,,,,
91,13519,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1899,Anderson,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,016",Gewölbebild,Lot und seine Familie fliehen,,,,,,,,,,,,,,,,,,,,
92,37547,1927,"Bodmer-Bodmer, D. (Frau)",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,016",Gewölbebild,Lot und seine Familie fliehen,,,,,,,,,,,,,,,,,,,,
93,283401,1972,No Data,Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,016",Gewölbebild,Lot und seine Familie fliehen,,,,,,,,,,,,,,,,,,,,
94,37530,1927,"Bodmer-Bodmer, D. (Frau)",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,017",Gewölbebild,Gott erscheint Isaak,,,Raffael,,,,,,,,,,,,,,,,,
95,543775,1998,"Heikamp, Detlef",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,017",Gewölbebild,Gott erscheint Isaak,,,Raffael,,,,,,,,,,,,,,,,,
96,33295,1926,"Bodmer-Bodmer, D. (Frau)",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,018",Gewölbebild,Abimelech sieht Isaak und Rebekka,,,Raffael,,,,,,,,,,,,,,,,,
97,543774,1998,"Heikamp, Detlef",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,018",Gewölbebild,Abimelech sieht Isaak und Rebekka,,,Raffael,,,,,,,,,,,,,,,,,
98,33294,1926,"Gebhard, Fritz",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,019",Gewölbebild,Isaak segnet Jakob,,,Raffael,,,,,,,,,,,,,,,,,
99,37531,1927,"Bodmer-Bodmer, D. (Frau)",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,020",Gewölbebild,Esau und Isaak,,,,,,,,,,,,,,,,,,,,
100,37548,1927,"Bodmer-Bodmer, D. (Frau)",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,020",Gewölbebild,Esau und Isaak,,,,,,,,,,,,,,,,,,,,
101,283402,1972,"Bodmer-Bodmer, D. (Frau)",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,020",Gewölbebild,Esau und Isaak,,,,,,,,,,,,,,,,,,,,
102,33293,1926,"Gebhard, Fritz",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,021",Gewölbebild,Traum Jakobs,,,Raffael,,,,,,,,,,,,,,,,,
103,543773,1998,"Heikamp, Detlef",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,021",Gewölbebild,Traum Jakobs,,,Raffael,,,,,,,,,,,,,,,,,
104,13523,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1899,Anderson,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,022",Gewölbebild,Jakob und Rahel am Brunnen,,,Raffael,,,,,,,,,,,,,,,,,
105,33308,1926,"Gebhard, Fritz",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,023",Gewölbebild,Jakob hält um Rahel an,,,,,,,,,,,,,,,,,,,,
106,37549,1927,"Bodmer-Bodmer, D. (Frau)",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,023",Gewölbebild,Jakob hält um Rahel an,,,,,,,,,,,,,,,,,,,,
107,283403,1972,No Data,Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,023",Gewölbebild,Jakob hält um Rahel an,,,,,,,,,,,,,,,,,,,,
108,37532,1927,"Bodmer-Bodmer, D. (Frau)",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,024",Gewölbebild,Jakobs Reise nach Kanaan,,,Raffael,,,,,,,,,,,,,,,,,
109,255533,1970,No Data,Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,024",Gewölbebild,Jakobs Reise nach Kanaan,,,Raffael,,,,,,,,,,,,,,,,,
110,13517,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1899,Anderson,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,025",Gewölbebild,Joseph erzählt den Brüdern seine Träume,,,,,,,,,,,,,,,,,,,,
111,201638,1964,No Data,Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,025",Gewölbebild,Joseph erzählt den Brüdern seine Träume,,,,,,,,,,,,,,,,,,,,
112,37550,1927,"Bodmer-Bodmer, D. (Frau)",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,025",Gewölbebild,Joseph erzählt den Brüdern seine Träume,,,,,,,,,,,,,,,,,,,,
113,283404,1972,No Data,Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,025",Gewölbebild,Joseph erzählt den Brüdern seine Träume,,,,,,,,,,,,,,,,,,,,
114,201637/1,1964,No Data,Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,026",Gewölbebild,Joseph wird nach Ägypten verkauft,,,Raffael,,,,,,,,,,,,,,,,,
115,201637/2,1964,No Data,Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,027",Gewölbebild,Joseph und das Weib Potiphars,,,Raffael,,,,,,,,,,,,,,,,,
116,31538,1926,No Data,Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,027",Gewölbebild,Joseph und das Weib Potiphars,,,Raffael,,,,,,,,,,,,,,,,,
117,13521,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1899,Anderson,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,028",Gewölbebild,Joseph deutet Pharaos Träume,,,,,,,,,,,,,,,,,,,,
118,495228,1993,"Licandro, Franca",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,028",Gewölbebild,Joseph deutet Pharaos Träume,,,,,,,,,,,,,,,,,,,,
119,13520,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1899,Anderson,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,029",Gewölbebild,Auffindung des Mosesknaben,,,Raffael,,,,,,,,,,,,,,,,,
120,33292,1926,"Gebhard, Fritz",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,030",Gewölbebild,Moses und der brennende Dornbusch,,,,,,,,,,,,,,,,,,,,
121,37551,1927,"Bodmer-Bodmer, D. (Frau)",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,030",Gewölbebild,Moses und der brennende Dornbusch,,,,,,,,,,,,,,,,,,,,
122,283405,1972,No Data,Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,030",Gewölbebild,Moses und der brennende Dornbusch,,,,,,,,,,,,,,,,,,,,
123,37533,1927,"Bodmer-Bodmer, D. (Frau)",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,031",Gewölbebild,Der Zug durchs rote Meer,,,Raffael,,,,,,,,,,,,,,,,,
124,470215,1989,"Hueck, Irene",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,031",Gewölbebild,Der Zug durchs rote Meer,,,Raffael,,,,,,,,,,,,,,,,,
125,37534,1927,"Bodmer-Bodmer, D. (Frau)",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,032",Gewölbebild,Quellwunder Mosis,,,,,,,,,,,,,,,,,,,,
126,203405/1,1965,"Bader, Alfred",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,032",Gewölbebild,Quellwunder Mosis,,,,,,,,,,,,,,,,,,,,
127,37535,1927,"Bodmer-Bodmer, D. (Frau)",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,033",Gewölbebild,Moses empfängt die Gesetzestafeln,,,Raffael,,,,,,,,,,,,,,,,,
128,203405/2,1965,"Bader, Alfred",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,033",Gewölbebild,Moses empfängt die Gesetzestafeln,,,Raffael,,,,,,,,,,,,,,,,,
129,31539,1926,No Data,Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,034",Gewölbebild,Anbetung des goldenen Kalbes,,,Raffael,,,,,,,,,,,,,,,,,
130,543772,1998,"Heikamp, Detlef",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,034",Gewölbebild,Anbetung des goldenen Kalbes,,,Raffael,,,,,,,,,,,,,,,,,
131,31342,1926,No Data,Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,035",Gewölbebild,Die Rauchsäule vor den Zelten,,,,,,,,,,,,,,,,,,,,
132,283406,1972,No Data,Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,035",Gewölbebild,Die Rauchsäule vor den Zelten,,,,,,,,,,,,,,,,,,,,
133,37552,1927,"Bodmer-Bodmer, D. (Frau)",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,035",Gewölbebild,Die Rauchsäule vor den Zelten,,,,,,,,,,,,,,,,,,,,
134,37536,1927,"Bodmer-Bodmer, D. (Frau)",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,036",Gewölbebild,Moses bringt die neuen Gesetzestafeln,,,Raffael,,,,,,,,,,,,,,,,,
135,203404,1965,"Bader, Alfred",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,036",Gewölbebild,Moses bringt die neuen Gesetzestafeln,,,Raffael,,,,,,,,,,,,,,,,,
136,31343,1926,No Data,Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,037",Gewölbebild,Die Bundeslade wird durch den Jordan getragen,,,,,,,,,,,,,,,,,,,,
137,543770,1998,"Heikamp, Detlef",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,037",Gewölbebild,Die Bundeslade wird durch den Jordan getragen,,,,,,,,,,,,,,,,,,,,
138,39137,1927,"Beit, Otto",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,037",Gewölbebild,Die Bundeslade wird durch den Jordan getragen,,,,,,,,,,,,,,,,,,,,
139,283407,1972,No Data,Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,037",Gewölbebild,Die Bundeslade wird durch den Jordan getragen,,,,,,,,,,,,,,,,,,,,
140,33329,1926,"Gebhard, Fritz",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,038",Gewölbebild,Einsturz der Mauern von Jericho,,,Raffael,,,,,,,,,,,,,,,,,
141,33276,1926,"Gebhard, Fritz",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,039",Gewölbebild,Josua lässt die Sonne stillstehen,,,Raffael,,,,,,,,,,,,,,,,,
142,211144/1,1966,"Feltrinelli, ?",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,039",Gewölbebild,Josua lässt die Sonne stillstehen,,,Raffael,,,,,,,,,,,,,,,,,
143,211144/2,1966,"Feltrinelli, ?",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,039",Gewölbebild,Josua lässt die Sonne stillstehen,,,Raffael,,,,,,,,,,,,,,,,,
144,33291,1926,"Gebhard, Fritz",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,040",Gewölbebild,Josua und Eleazar lassen das Los ziehen,,,Raffael,,,,,,,,,,,,,,,,,
145,543771,1998,"Heikamp, Detlef",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,040",Gewölbebild,Josua und Eleazar lassen das Los ziehen,,,Raffael,,,,,,,,,,,,,,,,,
146,33307,1926,"Gebhard, Fritz",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,041",Gewölbebild,Salbung Davids,,,,,,,,,,,,,,,,,,,,
147,543769,1998,"Heikamp, Detlef",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,041",Gewölbebild,Salbung Davids,,,,,,,,,,,,,,,,,,,,
148,37553,1927,"Bodmer-Bodmer, D. (Frau)",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,041",Gewölbebild,Salbung Davids,,,,,,,,,,,,,,,,,,,,
149,31309,1926,No Data,Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,042",Gewölbebild,David enthauptet Goliath,,,Raffael,,,,,,,,,,,,,,,,,
150,37537,1927,"Bodmer-Bodmer, D. (Frau)",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,043",Gewölbebild,Triumph Davids,,,Raffael,,,,,,,,,,,,,,,,,
151,37538,1927,"Bodmer-Bodmer, D. (Frau)",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,044",Gewölbebild,David sieht Bathseba im Bade,,,Raffael,,,,,,,,,,,,,,,,,
152,37539,1927,"Bodmer-Bodmer, D. (Frau)",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,045",Gewölbebild,Salbung Salomos,,,Raffael,,,,,,,,,,,,,,,,,
153,37540,1927,"Bodmer-Bodmer, D. (Frau)",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,046",Gewölbebild,Urteil Salomos im Streit der Mütter,,,,,,,,,,,,,,,,,,,,
154,3086,1901,No Data,Mal. Ren.,,"Braun, Adolphe",07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,046",Gewölbebild,Urteil Salomos im Streit der Mütter,,,,,,,,,,,,,,,,,,,,
155,37554,1927,"Bodmer-Bodmer, D. (Frau)",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,046",Gewölbebild,Urteil Salomos im Streit der Mütter,,,,,,,,,,,,,,,,,,,,
156,283408,1972,No Data,Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,046",Gewölbebild,Urteil Salomos im Streit der Mütter,,,,,,,,,,,,,,,,,,,,
157,33290,1926,"Gebhard, Fritz",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,047",Gewölbebild,Der Tempelbau,,,,,,,,,,,,,,,,,,,,
158,543768,1998,"Heikamp, Detlef",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,047",Gewölbebild,Der Tempelbau,,,,,,,,,,,,,,,,,,,,
159,33275,1926,"Gebhard, Fritz",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,048",Gewölbebild,Salomo empfängt die Königin von Saba,,,,,,,,,,,,,,,,,,,,
160,543767,1998,"Heikamp, Detlef",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,048",Gewölbebild,Salomo empfängt die Königin von Saba,,,,,,,,,,,,,,,,,,,,
161,3087,1901,No Data,Mal. Ren.,,"Braun, Adolphe",07503992,,Zyklus,Szenen zum Alten Testament,,,Raffael,Vatikan,Palazzi Vaticani,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,048",Gewölbebild,Salomo empfängt die Königin von Saba,,,,,,,,,,,,,,,,,,,,
162,13651,1912,"Buerkel, Ludwig von",Mal. Bar.,vor 1903,Hanfstaengl,70013024,,Bild,Christus und die Ehebrecherin,,,Guercino,London,Dulwich College Picture Gallery,,,um 1621,,,,,,,,,,,,,,,,,,,,,,,,
163,245887,1969,No Data,Mal. Bar.,,unbekannt,70013024,,Bild,Christus und die Ehebrecherin,,,Guercino,London,Dulwich College Picture Gallery,,,um 1621,,,,,,,,,,,,,,,,,,,,,,,,
164,13559,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1897,Hanfstaengl,70013036,,Bild,Mädchen im Pelz,,,Tizian,Wien,Kunsthistorisches Museum Wien,,,um 1535,,,,,,,,,,,,,,,,,,,,,,,,
165,485976,1991,"Tempestini, Anchise",Mal. Ren.,,Wolfrum,70013036,,Bild,Mädchen im Pelz,,,Tizian,Wien,Kunsthistorisches Museum Wien,,,um 1535,,,,,,,,,,,,,,,,,,,,,,,,
166,147249,1956,Fine Arts Museum of San Francisco,Mal. Ren.,,unbekannt,70013036,,Bild,Mädchen im Pelz,,,Tizian,Wien,Kunsthistorisches Museum Wien,,,um 1535,,,,,,,,,,,,,,,,,,,,,,,,
167,147248,1956,Fine Arts Museum of San Francisco,Mal. Ren.,,unbekannt,70013036,,Bild,Mädchen im Pelz,,,Tizian,Wien,Kunsthistorisches Museum Wien,,,um 1535,,,,,,,,,,,,,,,,,,,,,,,,
168,147247,1956,Fine Arts Museum of San Francisco,Mal. Ren.,,unbekannt,70013036,,Bild,Mädchen im Pelz,,,Tizian,Wien,Kunsthistorisches Museum Wien,,,um 1535,,,,,,,,,,,,,,,,,,,,,,,,
169,107906,1936,"Fossati Bellani, Luigi Vittorio",Mal. Ren.,1935,Fiorentini,70013036,,Bild,Mädchen im Pelz,,,Tizian,Wien,Kunsthistorisches Museum Wien,,,um 1535,,,,,,,,,,,,,,,,,,,,,,,,
170,107907,1936,"Fossati Bellani, Luigi Vittorio",Mal. Ren.,1935,Fiorentini,70013036,,Bild,Mädchen im Pelz,,,Tizian,Wien,Kunsthistorisches Museum Wien,,,um 1535,,,,,,,,,,,,,,,,,,,,,,,,
